User_ID,Posts_Per_Hour,Last_Videos_Per_Day,Followers_Gain_Overnight,Avg_Followers_Per_Day,Total_Followers,Total_Following,Avg_Post_Length,Avg_Views_Per_Day,Avg_Likes_Per_Day,Avg_Comments_Per_Day,Engagement_Rate,Has_Profile_Picture,Is_Verified,Is_Private,Is_Fake
user_1465,460,49,15974,293,397105,35823,85,580155,1422,3750,0.113,1,0,0,Fake
user_1466,585,22,23835,182,456738,41319,453,636166,37854,2467,0.151,1,1,0,Fake
user_1467,192,38,12838,285,440143,2741,17,936866,22766,4904,0.287,1,1,0,Fake
user_1468,329,36,9800,143,360946,35828,193,242187,10688,380,0.289,1,1,0,Fake
user_1469,487,8,26706,578,309099,35457,472,234780,49749,2975,0.105,1,1,1,Fake
user_1470,513,32,21602,323,364511,47807,178,288254,36663,4267,0.281,0,1,1,Fake
user_1471,154,6,29896,423,293699,186,10,949264,41523,2443,0.212,1,1,1,Fake
user_1472,63,25,27804,231,484155,26260,459,740756,34279,3202,0.241,0,0,1,Fake
user_1473,461,45,5216,855,357660,30259,116,536221,40728,4228,0.16,1,0,1,Fake
user_1474,105,50,706,192,317301,36120,399,694947,24459,4170,0.181,1,1,1,Fake
user_1475,351,6,17954,279,314227,9532,121,974857,39896,645,0.011,0,1,0,Fake
user_1476,86,20,12854,904,346558,6350,11,890804,17824,2253,0.232,1,1,1,Fake
user_1477,516,35,11056,204,411993,17792,41,457870,31431,2235,0.088,1,0,1,Fake
user_1478,176,41,13842,181,300935,5217,20,693478,41389,4818,0.191,0,1,1,Fake
user_1479,40,4,22213,302,71967,29022,19,318544,541,285,0.176,0,1,1,Fake
user_1480,253,50,15513,265,246063,17751,290,636980,16301,4223,0.051,0,1,1,Fake
user_1481,448,19,11413,714,176724,27112,275,945941,37310,477,0.284,1,1,1,Fake
user_1482,449,34,24828,450,47703,33880,202,476180,27978,1732,0.158,1,0,1,Fake
user_1483,536,29,12824,270,362505,6854,137,966074,39652,2764,0.215,1,1,1,Fake
user_1484,535,25,12814,94,256731,14842,416,48465,27652,4123,0.04,0,0,1,Fake
user_1485,162,37,2353,501,179521,21394,159,254395,18571,3283,0.234,1,1,1,Fake
user_1486,372,26,17296,363,279308,40799,390,748524,21414,1400,0.27,0,1,0,Fake
user_1487,381,15,23814,592,271055,12105,375,331541,13731,2320,0.147,1,0,0,Fake
user_1488,289,39,9274,372,323153,25855,216,46387,21149,369,0.238,1,1,1,Fake
user_1489,396,15,9252,357,331017,41064,242,441160,39383,2912,0.055,0,1,0,Fake
user_1490,418,35,22818,790,32995,24676,132,514672,6299,3638,0.187,1,0,1,Fake
user_1491,346,10,6392,657,131907,17368,313,343831,30823,2092,0.096,0,0,1,Fake
user_1492,53,30,22973,535,329840,35777,66,482598,26532,2175,0.079,0,1,1,Fake
user_1493,342,24,28057,460,140620,27668,323,535856,21504,2709,0.273,1,0,0,Fake
user_1494,67,4,17957,849,489769,40400,12,644018,2936,219,0.069,0,1,0,Fake
user_1495,337,21,12903,646,142213,43461,11,433864,16948,4627,0.192,1,1,1,Fake
user_1496,96,13,3188,703,458621,35284,274,904136,30009,4731,0.264,0,0,0,Fake
user_1497,571,44,4289,851,151491,40462,276,543754,8165,4569,0.058,0,0,0,Fake
user_1498,395,37,10597,174,311654,16316,302,820972,36008,3577,0.236,0,0,1,Fake
user_1499,290,27,24650,37,269231,45801,403,765047,34277,1712,0.215,1,1,0,Fake
user_1500,258,50,25928,972,119454,38126,408,907051,13199,1496,0.156,0,0,0,Fake
user_1501,153,27,19018,854,164129,25940,300,236229,296,2117,0.065,1,0,0,Fake
user_1502,341,36,28372,599,485920,45644,56,200287,2466,3062,0.125,0,1,0,Fake
user_1503,83,50,26380,394,474905,40536,72,354753,49939,1994,0.224,0,1,1,Fake
user_1504,596,21,1773,159,169955,36015,139,371524,38791,2599,0.056,1,1,1,Fake
user_1505,144,34,27846,550,475643,28858,70,724059,38581,1190,0.247,1,1,1,Fake
user_1506,358,44,23251,582,125522,20422,217,467760,22296,3615,0.103,1,1,1,Fake
user_1507,317,15,9963,215,296754,33208,418,13914,17954,4842,0.012,1,0,1,Fake
user_1508,401,11,14992,719,100278,24979,11,839244,8937,895,0.041,1,0,0,Fake
user_1509,132,42,21451,444,182721,37173,21,510487,36076,796,0.0,1,0,0,Fake
user_1510,86,42,5363,355,160614,20470,306,463742,33335,954,0.132,0,0,0,Fake
user_1511,317,4,18912,661,100582,45133,498,247595,29840,741,0.05,0,0,0,Fake
user_1512,572,47,4507,830,432923,5917,448,775668,13911,464,0.077,0,0,0,Fake
user_1513,385,45,14479,698,175635,21451,445,106494,18007,4244,0.268,1,1,1,Fake
user_1514,336,36,22805,815,271409,22300,57,803148,18664,3046,0.188,0,0,1,Fake
user_1515,130,31,15808,295,354471,38558,206,179105,48468,580,0.286,1,1,0,Fake
user_1516,539,7,9538,212,215765,17119,300,880661,47823,4376,0.209,1,1,0,Fake
user_1517,95,37,29400,350,146025,20549,395,844514,40011,2050,0.116,0,0,0,Fake
user_1518,433,38,4745,716,138364,43247,389,690172,42274,3361,0.263,0,0,1,Fake
user_1519,520,29,6873,991,313398,3230,331,942457,26343,3475,0.2,1,0,0,Fake
user_1520,370,20,7147,515,222218,7251,87,922592,43710,4191,0.115,1,0,1,Fake
user_1521,18,35,26357,564,351107,8134,430,228610,24726,4994,0.237,1,1,0,Fake
user_1522,371,6,24522,849,345564,40219,130,105014,33839,4537,0.249,1,1,0,Fake
user_1523,316,28,6411,760,98751,8832,81,338590,28418,2633,0.065,1,1,1,Fake
user_1524,184,11,24094,813,402817,47341,360,345264,28160,4886,0.149,0,1,0,Fake
user_1525,219,19,21339,275,321416,39263,263,356792,29489,1821,0.108,1,0,0,Fake
user_1526,349,25,299,92,466904,44533,113,662831,38603,1359,0.107,1,1,1,Fake
user_1527,497,4,11869,525,412558,11834,488,44782,35316,625,0.075,0,0,1,Fake
user_1528,196,38,23788,791,73021,3839,243,714442,40061,1988,0.291,0,1,1,Fake
user_1529,231,6,28054,215,420607,45052,389,885163,37970,2924,0.107,1,0,0,Fake
user_1530,140,43,18863,264,403654,31310,435,804920,16922,4725,0.001,0,1,0,Fake
user_1531,158,38,3340,223,360884,23679,307,333753,29948,3375,0.17,0,0,0,Fake
user_1532,79,49,22227,478,154672,16147,354,461350,1074,964,0.058,0,1,1,Fake
user_1533,302,24,25739,267,99596,45677,282,708962,26776,4096,0.167,1,0,0,Fake
user_1534,103,20,28129,32,360240,25001,493,949032,45927,1717,0.067,1,1,1,Fake
user_1535,519,31,4836,944,359650,45532,405,34324,6979,428,0.2,0,0,1,Fake
user_1536,552,41,12338,118,189523,2915,305,374841,29987,3718,0.171,1,1,1,Fake
user_1537,539,42,13995,529,373618,23020,382,133146,45893,1626,0.108,0,1,1,Fake
user_1538,38,3,22264,674,284570,7431,245,674976,42105,2252,0.143,1,1,0,Fake
user_1539,344,5,27579,646,289880,4612,388,98161,1458,4357,0.063,0,1,0,Fake
user_1540,134,13,5512,190,168371,31095,376,550290,28392,68,0.07,0,0,1,Real
user_1541,385,8,1845,486,107198,5151,326,501681,38288,326,0.135,0,1,0,Fake
user_1542,157,37,3147,143,418397,27687,32,647880,3374,1279,0.249,0,1,0,Fake
user_1543,166,48,11651,478,242583,44745,208,632819,5570,1210,0.068,0,1,1,Fake
user_1544,185,40,15527,600,305004,47723,14,708315,17095,3429,0.295,0,0,0,Fake
user_1545,169,0,5886,330,272688,4054,287,919783,40712,2168,0.184,1,1,1,Fake
user_1546,448,48,1719,381,90919,14881,417,775055,28856,1268,0.297,0,0,0,Fake
user_1547,44,9,3845,577,61452,39059,385,233458,5376,2835,0.267,0,1,1,Real
user_1548,420,42,16889,386,379895,35246,182,541671,5294,4057,0.083,0,0,1,Fake
user_1549,373,9,21302,674,378925,49329,163,287150,1724,1099,0.026,0,1,0,Fake
user_1550,243,28,11091,602,459352,36388,288,745441,49723,70,0.093,1,1,1,Fake
user_1551,454,34,19444,922,152809,25879,441,862105,14083,2743,0.102,0,1,1,Fake
user_1552,291,18,14215,34,334807,13575,496,293765,34314,2718,0.268,0,1,1,Fake
user_1553,459,24,4868,330,129513,27606,52,276202,17085,2428,0.23,0,1,0,Fake
user_1554,239,39,20544,718,107863,20603,492,46884,46912,4478,0.205,1,0,0,Fake
user_1555,546,36,23676,107,313593,16289,447,326295,29362,1343,0.136,1,1,1,Fake
user_1556,244,28,13238,644,414158,26921,453,385503,6725,4705,0.274,1,0,1,Fake
user_1557,316,12,8028,367,332107,46488,475,533830,22067,4235,0.112,1,0,1,Fake
user_1558,480,13,1113,890,435363,42442,290,563499,25702,3967,0.192,1,1,1,Fake
user_1559,198,43,3892,922,176880,8242,227,219400,31485,4489,0.269,1,1,0,Fake
user_1560,376,20,7892,8,95985,6554,255,109755,23494,835,0.008,0,0,0,Fake
user_1561,584,19,12997,162,465186,33729,142,80058,27448,4995,0.045,0,0,0,Fake
user_1562,451,36,16011,431,339464,37962,208,326488,28320,1154,0.163,0,1,1,Fake
user_1563,472,50,9918,486,424451,17033,135,66994,47703,526,0.006,0,0,1,Fake
user_1564,288,43,22543,342,260547,21473,30,323557,21351,2309,0.182,1,0,1,Fake
user_1565,391,19,19534,344,196607,24404,35,930887,3,3854,0.142,1,1,1,Fake
user_1566,514,27,5652,663,128782,39288,21,506878,42770,2092,0.052,0,0,0,Fake
user_1567,540,45,21390,924,205327,3657,481,997168,22197,4987,0.168,1,0,1,Fake
user_1568,428,22,24418,102,253935,24837,315,53903,5018,4422,0.188,0,0,0,Fake
user_1569,165,5,12300,191,375936,31818,427,683043,35574,2294,0.026,1,1,0,Fake
user_1570,204,37,25423,935,141945,503,440,964423,47708,3660,0.047,0,0,1,Fake
user_1571,141,0,22668,366,488890,3221,311,735639,33107,2498,0.226,1,1,0,Fake
user_1572,256,39,26061,313,297894,1623,273,107377,27680,3166,0.157,0,1,0,Fake
user_1573,53,32,21978,166,240689,38936,151,789098,1310,40,0.254,0,1,1,Fake
user_1574,492,25,21578,478,281756,42995,360,159786,44972,2414,0.293,1,1,1,Fake
user_1575,380,8,2936,559,178991,42685,122,981686,6286,1429,0.104,1,0,0,Fake
user_1576,567,18,25484,190,76724,37512,137,237839,25189,4783,0.074,0,0,0,Fake
user_1577,105,3,15193,770,133549,19735,232,679662,32204,2030,0.299,1,1,0,Fake
user_1578,528,23,28340,22,317710,8905,70,831813,43397,3732,0.21,0,1,0,Fake
user_1579,127,35,26810,449,37775,19576,465,338379,19171,849,0.171,1,1,0,Fake
user_1580,291,3,21309,828,132401,34757,59,892161,17089,3946,0.232,0,1,1,Fake
user_1581,85,0,12520,631,65236,38034,380,51610,36895,4486,0.039,0,1,0,Fake
user_1582,164,45,9018,467,197426,16398,437,208092,47395,2064,0.063,1,1,1,Fake
user_1583,279,35,20720,607,426306,11726,135,420055,44767,3886,0.244,1,1,0,Fake
user_1584,460,22,21403,589,288716,3077,497,561778,11842,1476,0.243,1,0,0,Fake
user_1585,525,7,14585,711,206087,19222,238,465535,13396,660,0.272,1,0,0,Fake
user_1586,150,18,12036,445,1712,24663,52,119360,18617,2148,0.268,1,1,1,Fake
user_1587,447,1,380,748,34889,24578,485,340052,45501,3520,0.155,1,0,0,Fake
user_1588,93,15,3932,408,99052,44722,59,658280,13597,643,0.139,0,0,1,Real
user_1589,227,27,3821,484,425717,17955,277,786486,24113,3752,0.105,1,0,0,Fake
user_1590,461,44,2707,854,489748,48533,461,412660,40022,1500,0.138,0,1,0,Fake
user_1591,357,37,3999,249,133594,36487,53,858925,41920,4088,0.134,0,0,1,Fake
user_1592,27,25,16030,258,486437,40199,172,979782,28504,2752,0.186,0,1,1,Fake
user_1593,424,40,21017,740,259551,28502,57,814160,37714,4385,0.059,0,0,0,Fake
user_1594,54,20,21914,382,238425,28268,349,559745,33890,388,0.059,1,0,0,Fake
user_1595,405,45,29769,615,490078,32604,319,630970,21473,2223,0.246,1,0,1,Fake
user_1596,514,24,16703,345,288696,26899,294,78273,1222,2819,0.165,0,1,0,Fake
user_1597,382,25,7370,494,305965,3276,340,779778,18234,1180,0.162,0,1,0,Fake
user_1598,241,24,754,694,430523,21422,199,39294,21247,1482,0.238,0,0,0,Fake
user_1599,395,27,19229,410,145275,28560,365,611088,49772,3471,0.259,1,0,0,Fake
user_1600,83,34,18775,307,267973,17179,142,669903,1090,3653,0.266,1,0,1,Fake
user_1601,383,13,18763,41,297509,10605,178,459182,42317,3505,0.085,1,1,0,Fake
user_1602,229,42,15712,994,220459,940,266,921007,21962,4124,0.02,0,1,1,Fake
user_1603,28,11,8969,951,104432,20364,82,915104,26801,4247,0.101,0,0,0,Fake
user_1604,326,30,22732,898,139303,20627,398,472209,26773,3727,0.051,1,0,1,Fake
user_1605,101,8,24423,239,26735,27760,303,647925,46360,4830,0.239,0,0,1,Fake
user_1606,343,12,3098,781,224241,23867,422,468093,37788,4438,0.084,1,1,0,Fake
user_1607,149,35,26029,957,329311,32114,168,563847,15029,4298,0.284,0,0,1,Fake
user_1608,140,24,19427,922,256670,49562,86,56032,31750,3776,0.28,0,0,1,Fake
user_1609,39,23,5934,949,312093,29038,19,916151,22489,3855,0.014,1,1,0,Fake
user_1610,293,26,12581,519,56664,22276,106,925347,20372,2708,0.154,1,1,0,Fake
user_1611,483,9,15865,110,249754,35226,335,149027,2985,2401,0.164,1,1,1,Fake
user_1612,142,18,21122,431,229204,1912,143,243396,8894,2283,0.148,1,1,1,Fake
user_1613,480,42,23027,436,202839,37434,422,669840,46657,2698,0.105,0,0,1,Fake
user_1614,459,8,14210,792,164176,29531,444,317249,49112,4200,0.21,0,0,0,Fake
user_1615,5,8,9776,275,62623,20219,350,843366,17320,2113,0.145,1,1,0,Fake
user_1616,81,0,18724,976,73257,20901,16,815768,11661,3702,0.102,1,0,0,Fake
user_1617,19,4,4103,591,94951,14465,45,658047,36765,2415,0.162,1,1,0,Real
user_1618,262,41,3258,410,64443,12601,195,279979,28484,567,0.285,1,1,0,Fake
user_1619,220,1,10657,607,189443,33188,114,374509,4725,1930,0.001,1,0,1,Fake
user_1620,153,9,2080,29,398524,39885,175,447062,30908,2274,0.102,0,1,0,Real
user_1621,561,46,23388,167,420111,1893,400,537267,46072,34,0.226,0,0,1,Fake
user_1622,540,31,29782,524,28574,27862,132,306102,35196,946,0.091,0,1,1,Fake
user_1623,433,42,28252,170,21513,8575,152,276199,38523,5000,0.013,1,0,0,Fake
user_1624,113,27,26057,944,444163,15893,221,432027,10998,1115,0.186,1,1,0,Fake
user_1625,295,8,17613,307,36846,24217,220,496006,21701,4761,0.273,1,0,1,Fake
user_1626,243,5,6058,907,145414,16914,25,602412,29209,1745,0.053,0,0,0,Fake
user_1627,308,8,13281,611,56340,26505,238,849561,8150,3407,0.074,1,1,1,Fake
user_1628,124,41,26636,988,287567,24986,174,307698,19704,26,0.124,0,0,1,Fake
user_1629,48,26,22961,714,280610,8572,202,25941,2181,2689,0.087,1,0,0,Fake
user_1630,244,29,647,965,140726,41519,493,959425,8523,4932,0.118,1,0,1,Fake
user_1631,429,50,12903,536,66805,12079,304,798262,21655,3563,0.134,0,0,1,Fake
user_1632,468,44,18220,203,410973,27442,320,243167,3650,1490,0.151,0,1,0,Fake
user_1633,64,38,26786,974,50274,22053,315,859206,44727,3716,0.287,0,1,0,Fake
user_1634,113,27,17577,995,485358,45914,138,809659,15775,2726,0.031,1,0,0,Fake
user_1635,511,39,25672,581,389558,18952,155,443818,35318,524,0.273,0,0,0,Fake
user_1636,548,11,26614,769,360041,3551,307,760877,21215,4763,0.086,0,0,1,Fake
user_1637,16,29,17369,142,221912,7104,465,897816,46250,1710,0.207,1,0,0,Fake
user_1638,527,32,16009,133,107422,25984,370,448028,32145,2057,0.012,1,1,1,Fake
user_1639,588,27,2094,679,20938,41459,149,312646,28038,3087,0.238,0,0,1,Fake
user_1640,247,35,17003,341,467303,21889,451,853963,48796,2041,0.276,0,1,0,Fake
user_1641,147,28,27431,807,346185,39560,217,22700,11300,4226,0.195,0,1,1,Fake
user_1642,298,24,19160,982,297044,39861,231,69618,49517,4938,0.081,1,0,1,Fake
user_1643,439,22,17661,55,31394,22742,236,452991,24667,222,0.199,0,1,0,Fake
user_1644,1,14,23388,993,5167,15001,85,228515,19716,908,0.274,1,1,1,Fake
user_1645,361,11,26831,92,58422,3519,376,983178,33696,1254,0.205,1,0,1,Fake
user_1646,246,27,25888,316,177002,600,37,141256,4675,2283,0.207,1,0,0,Fake
user_1647,584,38,21354,811,327344,45533,58,642940,41234,4325,0.272,1,1,1,Fake
user_1648,426,0,4066,784,377262,44254,39,334808,26953,2345,0.044,1,1,0,Fake
user_1649,191,36,24690,144,145318,27885,291,503070,49846,2413,0.146,0,0,1,Fake
user_1650,87,31,24673,820,148996,10503,80,229249,49537,3920,0.116,0,0,1,Fake
user_1651,536,46,6798,354,225340,12238,146,795221,16342,4948,0.199,0,1,1,Fake
user_1652,369,15,21580,469,126185,7760,461,522829,33901,1985,0.279,0,0,0,Fake
user_1653,69,45,29412,405,120842,11462,339,530612,42390,3456,0.181,1,0,1,Fake
user_1654,538,32,3844,169,115572,9971,379,694057,18843,2862,0.06,0,1,1,Fake
user_1655,557,17,5920,471,324173,19274,18,218431,37550,3335,0.172,1,1,1,Fake
user_1656,519,26,28246,0,316492,11864,424,910797,16023,973,0.086,1,1,1,Fake
user_1657,519,34,19631,674,299167,49940,81,124806,49724,572,0.128,1,0,0,Fake
user_1658,567,36,22780,151,394121,29617,371,372314,49063,2950,0.264,1,1,0,Fake
user_1659,20,23,5896,205,139846,28061,404,610577,26686,3355,0.284,1,0,1,Fake
user_1660,399,2,174,904,486461,31350,286,990802,36653,4541,0.226,1,1,1,Fake
user_1661,481,2,18177,176,289729,45478,476,522420,3392,3293,0.113,0,0,1,Fake
user_1662,44,36,14654,308,185362,43033,56,383832,43986,1114,0.077,0,0,1,Fake
user_1663,396,30,26231,314,440804,31060,362,475011,25255,1083,0.01,1,1,0,Fake
user_1664,382,45,10298,82,123921,20356,269,740733,12836,1966,0.167,0,0,1,Fake
user_1665,259,23,4031,189,79536,26295,87,961540,21173,508,0.204,1,0,0,Fake
user_1666,16,7,1282,241,12034,8803,481,167947,33564,3812,0.202,1,1,0,Real
user_1667,365,37,4221,878,290303,20709,80,630634,22989,231,0.208,0,0,0,Fake
user_1668,69,30,18844,208,306247,40191,344,954216,14466,3431,0.169,1,1,0,Fake
user_1669,353,44,6757,447,166051,4412,123,737464,1241,2746,0.221,1,0,0,Fake
user_1670,246,5,21385,92,399691,25568,272,701874,47191,2067,0.259,0,1,1,Fake
user_1671,106,9,5282,741,115276,1818,238,154457,5543,4247,0.209,0,0,1,Real
user_1672,595,46,2877,250,90094,6793,315,694730,1424,247,0.251,1,1,1,Fake
user_1673,340,46,18431,157,422424,5181,482,460515,5207,2589,0.108,1,0,0,Fake
user_1674,136,33,8413,701,432600,11591,402,244864,9260,1901,0.094,0,0,1,Fake
user_1675,45,48,27900,568,200944,18411,157,109534,28788,836,0.081,1,1,0,Fake
user_1676,360,49,24676,865,106504,46474,10,533771,35997,3102,0.023,0,1,0,Fake
user_1677,559,17,1147,794,284012,6548,86,412617,37886,287,0.225,0,0,0,Fake
user_1678,346,29,2772,383,323116,6048,466,586741,24731,1075,0.016,1,1,0,Fake
user_1679,179,33,4086,5,9143,24412,210,811622,39392,1069,0.194,1,1,1,Fake
user_1680,475,5,16585,488,84093,32988,82,779133,21853,3682,0.281,0,1,1,Fake
user_1681,490,33,9783,163,47803,16462,27,218499,5508,2453,0.137,1,0,0,Fake
user_1682,186,39,11913,352,299494,34957,281,745191,40002,1976,0.045,0,1,1,Fake
user_1683,138,5,17839,102,388212,33886,187,39579,42501,2032,0.129,0,0,1,Fake
user_1684,64,15,5623,482,321982,41904,266,143345,13657,433,0.285,1,0,1,Real
user_1685,468,30,13862,563,141415,25444,464,592377,100,1746,0.151,0,0,0,Fake
user_1686,37,40,21566,703,424437,3930,45,870177,49747,3604,0.187,0,1,1,Fake
user_1687,300,47,2,403,254938,401,264,93038,19264,1443,0.196,0,1,1,Fake
user_1688,206,42,8137,715,65307,49839,144,347526,42120,4030,0.135,1,1,0,Fake
user_1689,44,42,9850,217,50165,35183,362,586374,33011,552,0.183,1,0,0,Fake
user_1690,204,4,1512,934,129076,983,176,386178,24174,4398,0.095,1,0,0,Fake
user_1691,42,43,17021,483,443223,7100,473,966542,9661,3390,0.136,1,1,0,Fake
user_1692,323,40,29642,684,213071,31102,79,739477,46406,1326,0.016,0,0,1,Fake
user_1693,317,34,25650,385,115853,38588,249,694040,32094,2328,0.29,1,1,0,Fake
user_1694,527,37,9614,851,126890,33834,126,319081,30124,2443,0.084,0,1,1,Fake
user_1695,407,19,21599,474,240913,25957,414,673744,22955,3740,0.064,0,0,1,Fake
user_1696,556,39,17501,723,319609,31535,477,171628,34352,2884,0.253,1,0,1,Fake
user_1697,484,3,14579,248,86844,46593,193,861557,24644,3427,0.129,1,1,1,Fake
user_1698,259,21,4582,781,467604,32409,336,237784,49740,1540,0.08,0,0,1,Fake
user_1699,37,34,18909,938,90986,36623,108,237648,31119,513,0.203,1,0,0,Fake
user_1700,195,49,16070,98,481100,8378,220,183553,3196,861,0.179,1,0,1,Fake
user_1701,292,0,22777,396,115522,12837,169,314662,14171,1065,0.3,0,0,1,Fake
user_1702,365,30,10254,131,146523,5186,91,94864,25381,626,0.278,0,0,1,Fake
user_1703,48,29,17126,325,56301,11330,496,394175,21466,1717,0.078,1,1,1,Fake
user_1704,339,32,29844,781,1661,37869,486,896046,27194,4453,0.074,1,1,0,Fake
user_1705,279,30,11538,957,125184,39028,123,772158,9612,117,0.281,0,0,0,Fake
user_1706,127,36,19863,136,351881,23485,186,390959,3382,4026,0.164,1,1,0,Fake
user_1707,376,46,17636,409,161739,29103,242,72322,12733,4460,0.081,1,1,0,Fake
user_1708,447,21,16731,791,228166,892,18,576706,48978,1523,0.001,0,0,0,Fake
user_1709,409,26,6876,334,303897,17904,14,363813,27686,4567,0.012,1,0,0,Fake
user_1710,450,22,22542,919,451357,29236,160,657277,14131,3999,0.188,0,1,1,Fake
user_1711,395,18,3244,289,314424,8841,54,774757,16628,4420,0.06,0,0,1,Fake
user_1712,347,18,21712,839,445429,47073,91,266641,19925,389,0.103,1,1,1,Fake
user_1713,191,10,26862,690,202743,26774,327,563655,44564,3236,0.241,0,0,0,Fake
user_1714,508,2,1465,747,233919,17243,58,259458,18432,3409,0.251,1,1,0,Fake
user_1715,509,44,7769,893,111876,10755,405,611401,13846,635,0.112,0,1,1,Fake
user_1716,376,38,1203,434,121729,41850,296,453887,41213,2612,0.236,0,0,1,Fake
user_1717,531,47,6162,611,52621,27852,496,835816,39002,2447,0.054,1,0,1,Fake
user_1718,273,19,4642,403,444219,4989,81,407960,16919,2840,0.13,1,1,1,Real
user_1719,84,46,9820,546,42990,9651,292,25130,26408,4183,0.209,0,1,1,Fake
user_1720,434,50,28052,73,214189,47870,369,992722,33336,2714,0.177,1,1,1,Fake
user_1721,80,36,27283,355,373515,7268,179,489227,39174,4207,0.227,0,1,1,Fake
user_1722,440,16,7052,500,232853,10788,64,954604,24741,3287,0.25,1,0,1,Fake
user_1723,184,3,4397,685,232011,3504,291,217373,48969,3085,0.232,0,1,1,Real
user_1724,558,40,19731,758,78845,13362,69,314458,48414,1897,0.282,0,0,1,Fake
user_1725,300,30,18090,993,387535,34652,361,305803,47102,2897,0.066,1,0,0,Fake
user_1726,328,37,7079,600,465629,16464,224,833312,16030,3547,0.291,0,1,0,Fake
user_1727,105,10,19391,27,201575,14995,490,402968,15245,2671,0.218,0,0,0,Fake
user_1728,81,36,11765,227,445952,48196,45,887681,6878,2428,0.141,0,1,1,Fake
user_1729,335,3,9089,906,322464,49789,331,493819,35207,654,0.063,0,1,1,Fake
user_1730,302,42,4210,623,393579,31373,100,743460,4714,4283,0.103,0,1,1,Fake
user_1731,313,18,23891,182,199314,22423,412,266975,44188,235,0.149,1,0,0,Fake
user_1732,456,47,20391,786,12072,14940,333,407661,9865,1353,0.042,1,0,0,Fake
user_1733,436,39,13828,240,283778,28185,177,185268,12856,4513,0.117,0,1,0,Fake
user_1734,170,1,2436,377,401109,22657,187,762477,14571,4278,0.145,0,1,0,Real
user_1735,454,18,18017,370,142461,45641,299,128274,24299,1441,0.055,0,1,0,Fake
user_1736,359,31,8354,348,107546,38583,19,362153,28819,2773,0.022,0,0,0,Fake
user_1737,457,5,8541,513,462320,47808,156,779102,44540,1142,0.256,0,0,0,Fake
user_1738,43,8,12510,842,353008,25288,350,662898,27635,622,0.001,0,0,1,Fake
user_1739,361,32,21291,1,257697,49319,453,600102,5818,1403,0.166,0,1,1,Fake
user_1740,445,4,29611,625,228930,34884,466,374065,31246,4286,0.102,1,0,1,Fake
user_1741,281,50,5351,613,413971,3151,213,571232,46796,4426,0.198,1,1,0,Fake
user_1742,58,17,13109,769,458828,30225,68,297203,48679,3123,0.259,1,1,1,Fake
user_1743,76,16,14944,407,274693,36313,462,681890,3133,3545,0.105,1,0,0,Fake
user_1744,415,8,2728,936,179457,22960,26,86330,29392,4784,0.176,0,1,0,Fake
user_1745,372,39,8328,79,168862,41651,41,966344,14407,339,0.11,1,0,0,Fake
user_1746,525,17,22168,661,10861,11062,247,657574,8128,2589,0.043,0,1,1,Fake
user_1747,163,17,13937,235,261636,24149,318,510715,29261,2232,0.091,0,1,1,Fake
user_1748,31,16,22757,141,266107,17349,98,280740,19756,3195,0.102,1,1,1,Fake
user_1749,146,0,4693,511,322771,33689,122,776705,18346,4827,0.117,1,1,0,Real
user_1750,448,47,17560,192,203371,11457,38,977158,23417,4962,0.006,0,0,1,Fake
user_1751,35,7,6676,45,439468,20300,145,968201,30211,4308,0.174,1,0,0,Fake
user_1752,129,38,2312,216,231834,8383,228,974219,30248,2540,0.235,0,1,1,Fake
user_1753,68,11,20629,309,318008,8087,219,639379,28049,1438,0.256,1,1,1,Fake
user_1754,241,37,24008,445,107725,44023,22,120486,11341,4397,0.263,0,0,1,Fake
user_1755,375,47,8827,95,195539,36535,37,445324,44250,4108,0.1,1,1,1,Fake
user_1756,370,9,20746,347,75767,45528,53,66733,27097,1280,0.147,0,1,0,Fake
user_1757,392,42,22832,393,368813,49229,75,463421,8906,4363,0.161,0,1,0,Fake
user_1758,580,28,21154,669,40557,15241,297,3080,25436,2347,0.122,1,1,1,Fake
user_1759,33,23,6312,184,315072,32994,134,353024,16056,3678,0.182,0,1,0,Fake
user_1760,157,11,23410,435,438797,21253,277,13765,25717,294,0.209,1,0,1,Fake
user_1761,460,16,12194,154,366440,16594,83,994369,29130,2689,0.062,1,1,1,Fake
user_1762,379,50,18469,291,358234,23725,244,169409,35270,1262,0.061,0,1,0,Fake
user_1763,380,44,21538,318,198004,49310,54,941159,20523,364,0.273,0,1,0,Fake
user_1764,454,15,21226,396,88280,17586,25,173628,45653,1986,0.022,0,1,1,Fake
user_1765,78,31,26886,691,413175,3089,55,80659,2696,649,0.273,1,0,1,Fake
user_1766,587,11,16758,840,211815,2060,380,538569,33386,1804,0.074,1,0,1,Fake
user_1767,140,33,19822,492,108596,44290,460,696678,40255,1372,0.191,0,0,1,Fake
user_1768,542,2,5375,35,114257,28130,391,98611,36324,4426,0.102,1,0,0,Fake
user_1769,375,21,13752,267,164737,16676,474,424137,39679,4550,0.057,1,1,0,Fake
user_1770,407,5,26921,981,185212,20021,99,591967,32006,3770,0.176,0,0,0,Fake
user_1771,321,9,5029,977,212390,42783,112,578616,32499,746,0.097,0,0,0,Fake
user_1772,285,38,10366,431,143729,24079,472,75293,17364,1372,0.22,1,1,1,Fake
user_1773,255,9,25814,183,130424,18691,75,676887,32492,1717,0.161,0,0,0,Fake
